initial_list_status	purpose	int_rate	installment	annual_inc	dti	verification_status	grade	revol_bal	inq_last_12m	delinq_2yrs	home_ownership	not_paid	log_inc	verified	grdCtoA
w	debt_consolidation	10.42	103.89	80000	8.06	Not Verified	B	2359	4	0	MORTGAGE	0	11.28978191	0	1
w	major_purchase	25.82	1326.43	66000	8.4	Verified	E	2603	2	0	OWN	1	11.09741002	1	0
w	credit_card	15.05	952.65	20000	94.72	Verified	C	50991	2	0	MORTGAGE	1	9.903487553	1	0
w	debt_consolidation	24.85	438.96	92000	26.01	Source Verified	E	60008	1	0	MORTGAGE	0	11.42954386	1	0
w	credit_card	10.42	259.72	65000	9.38	Not Verified	B	8141	3	0	OWN	0	11.08214255	0	1
w	home_improvement	19.03	830.63	80000	0.78	Source Verified	D	244	3	3	MORTGAGE	1	11.28978191	1	0
w	home_improvement	13.59	461.13	200000	10.49	Source Verified	C	22170	6	0	MORTGAGE	0	12.20607265	1	0
w	debt_consolidation	14.08	559.44	90000	17.13	Source Verified	C	3968	1	0	RENT	0	11.40756495	1	0
w	credit_card	16.02	39.57	25000	15.85	Source Verified	C	1674	0	7	RENT	0	10.1266311	1	0
w	debt_consolidation	16.02	337.61	30000	9.07	Source Verified	C	6423	1	0	RENT	1	10.30895266	1	0
w	debt_consolidation	29.69	482.45	27560	28.22	Source Verified	F	3338	5	1	MORTGAGE	1	10.22412073	1	0
w	debt_consolidation	24.85	731.59	138600	24.65	Not Verified	E	7394	1	0	MORTGAGE	0	11.83934737	0	0
w	debt_consolidation	16.02	496.31	62000	23.21	Not Verified	C	6009	4	0	OWN	0	11.03488966	0	0
w	debt_consolidation	15.05	693.8	70000	26.35	Source Verified	C	20903	0	0	RENT	1	11.15625052	1	0
w	debt_consolidation	20	668.95	20000	44.96	Not Verified	D	4761	0	0	RENT	1	9.903487553	0	0
w	debt_consolidation	9.44	251.68	68000	12.28	Source Verified	B	21180	0	0	RENT	0	11.12726298	1	1
w	home_improvement	7.35	465.57	47000	21.91	Not Verified	A	5053	0	0	MORTGAGE	1	10.75790288	0	1
f	credit_card	22.91	773.26	105000	24.9	Source Verified	E	35578	3	0	MORTGAGE	1	11.56171563	1	0
w	credit_card	17.09	498.02	150000	15.28	Not Verified	D	15438	1	3	RENT	1	11.91839057	0	0
w	debt_consolidation	14.08	342.17	90000	9.8	Verified	C	10787	2	1	MORTGAGE	1	11.40756495	1	0
w	home_improvement	11.99	199.26	122500	14.07	Not Verified	B	27850	3	0	MORTGAGE	0	11.71586631	0	1
w	home_improvement	10.42	97.4	28000	21	Source Verified	B	332	2	0	RENT	1	10.23995979	1	1
w	credit_card	10.42	486.98	64000	11.68	Not Verified	B	14806	1	0	MORTGAGE	0	11.06663836	0	1
w	debt_consolidation	18.06	381.4	36000	20.57	Not Verified	D	8877	0	0	MORTGAGE	1	10.49127422	0	0
w	debt_consolidation	9.44	460.88	85000	15.76	Not Verified	B	6008	2	2	MORTGAGE	1	11.35040654	0	1
w	debt_consolidation	18.06	408.73	85000	17.66	Verified	D	11719	1	0	RENT	0	11.35040654	1	0
w	debt_consolidation	21.45	379.07	29000	27.9	Verified	D	3744	13	1	MORTGAGE	1	10.27505111	1	0
w	credit_card	9.93	644.69	45000	12.61	Source Verified	B	14109	0	0	OWN	0	10.71441777	1	1
w	debt_consolidation	20	267.58	38000	14.85	Source Verified	D	1593	1	0	RENT	0	10.54534144	1	0
w	debt_consolidation	23.88	803.56	70200	25.49	Not Verified	E	7836	8	0	RENT	1	11.15910359	0	0
w	credit_card	14.08	513.25	62000	13.88	Not Verified	C	8536	1	0	OWN	1	11.03488966	0	0
f	debt_consolidation	12.62	804.27	95000	24.82	Not Verified	C	2477	6	0	RENT	0	11.46163217	0	0
w	credit_card	9.93	270.77	35000	27.09	Not Verified	B	8784	0	0	RENT	0	10.46310334	0	1
w	debt_consolidation	30.79	643.68	125000	29.56	Source Verified	G	23815	0	1	MORTGAGE	0	11.73606902	1	0
w	debt_consolidation	17.09	448.22	90000	17.09	Source Verified	D	12781	1	0	RENT	1	11.40756495	1	0
w	debt_consolidation	10.42	259.72	40000	24.51	Source Verified	B	4620	0	0	MORTGAGE	1	10.59663473	1	1
w	credit_card	16.02	973.15	85000	10.81	Verified	C	32918	2	0	MORTGAGE	0	11.35040654	1	0
w	debt_consolidation	15.05	173.45	58280	11.61	Not Verified	C	9331	5	0	RENT	0	10.97301426	0	0
w	debt_consolidation	16.02	950.39	200000	15.49	Not Verified	C	10182	0	0	MORTGAGE	0	12.20607265	0	0
w	debt_consolidation	12.62	225.37	88648	16.91	Source Verified	C	11722	2	0	MORTGAGE	0	11.39242875	1	0
f	credit_card	7.21	464.6	80000	30.68	Not Verified	A	17613	3	0	OWN	0	11.28978191	0	1
w	debt_consolidation	13.59	978.6	60000	28.01	Not Verified	C	14619	5	0	MORTGAGE	1	11.00209984	0	0
f	debt_consolidation	18.06	289.47	55000	13.72	Verified	D	311	0	3	RENT	1	10.91508846	1	0
w	home_improvement	7.35	310.38	96000	7.58	Source Verified	A	5564	7	0	MORTGAGE	1	11.47210347	1	1
w	debt_consolidation	14.08	513.25	75000	32.42	Not Verified	C	27284	8	0	MORTGAGE	1	11.22524339	0	0
w	debt_consolidation	30.75	909.82	73000	9.34	Not Verified	F	18047	5	0	MORTGAGE	1	11.19821472	0	0
w	debt_consolidation	17.09	373.52	42000	29.57	Not Verified	D	36891	1	0	RENT	1	10.6454249	0	0
w	major_purchase	10.42	584.37	75000	2.15	Not Verified	B	2871	0	1	RENT	1	11.22524339	0	1
w	debt_consolidation	12.62	251.34	90000	28.81	Not Verified	C	20445	0	0	MORTGAGE	0	11.40756495	0	0
w	credit_card	28.72	629.07	232000	26.25	Source Verified	F	17890	1	0	RENT	0	12.35449265	1	0
w	debt_consolidation	15.05	381.06	115000	19.79	Source Verified	C	33556	3	0	MORTGAGE	0	11.65268741	1	0
w	credit_card	15.05	485.66	62000	23.47	Source Verified	C	32822	2	0	MORTGAGE	0	11.03488966	1	0
w	home_improvement	7.97	313.23	125000	34.29	Verified	A	35252	2	0	MORTGAGE	1	11.73606902	1	1
w	debt_consolidation	10.91	179.83	27000	36.98	Not Verified	B	5732	0	0	RENT	1	10.20359214	0	1
w	major_purchase	20	92.91	72000	10.05	Source Verified	D	3859	2	0	RENT	0	11.1844214	1	0
w	debt_consolidation	9.44	320.05	110000	16.82	Source Verified	B	26675	4	0	MORTGAGE	1	11.60823564	1	1
w	debt_consolidation	10.42	195.61	105000	11.02	Source Verified	B	3497	1	0	MORTGAGE	0	11.56171563	1	1
w	home_improvement	10.42	324.65	80000	24.89	Source Verified	B	7907	0	1	RENT	1	11.28978191	1	1
w	debt_consolidation	9.44	115.22	70000	27.33	Verified	B	16710	0	1	MORTGAGE	1	11.15625052	1	1
f	debt_consolidation	15.05	867.25	98000	15.75	Not Verified	C	20463	3	0	MORTGAGE	0	11.49272276	0	0
w	home_improvement	26.3	301.19	90000	15.49	Not Verified	E	13276	2	0	MORTGAGE	0	11.40756495	0	0
w	debt_consolidation	16.02	729.87	42000	29.69	Verified	C	18570	0	1	MORTGAGE	0	10.6454249	1	0
w	debt_consolidation	12.62	360.95	80000	10.83	Not Verified	C	12843	2	0	MORTGAGE	0	11.28978191	0	0
w	debt_consolidation	10.42	1298.59	140000	24.76	Verified	B	43719	4	0	MORTGAGE	0	11.8493977	1	1
f	debt_consolidation	14.08	136.87	200000	11.67	Source Verified	C	17599	2	0	OWN	1	12.20607265	1	0
f	debt_consolidation	22.91	467.83	106000	27.47	Not Verified	E	51649	2	0	MORTGAGE	0	11.57119437	0	0
w	debt_consolidation	23.88	459.18	140000	33.65	Not Verified	E	88270	3	0	RENT	1	11.8493977	0	0
w	small_business	11.99	589.35	92000	28.38	Source Verified	B	575	4	0	OWN	0	11.42954386	1	1
w	credit_card	7.35	186.23	65000	14.55	Not Verified	A	7012	2	0	OWN	0	11.08214255	0	1
w	debt_consolidation	20	222.99	76000	6.93	Not Verified	D	14577	0	0	MORTGAGE	0	11.23848862	0	0
w	debt_consolidation	12.62	117.29	82000	24.19	Verified	C	11229	18	0	MORTGAGE	0	11.31447453	1	0
w	credit_card	7.21	92.92	95000	11.52	Not Verified	A	2990	0	0	MORTGAGE	0	11.46163217	0	1
w	debt_consolidation	21.45	955.75	125000	24.88	Verified	D	75019	0	0	MORTGAGE	1	11.73606902	1	0
w	debt_consolidation	13.59	815.5	82000	18.34	Source Verified	C	15757	17	0	OWN	0	11.31447453	1	0
w	credit_card	13.59	543.67	80000	20.48	Source Verified	C	10003	3	0	RENT	1	11.28978191	1	0
w	home_improvement	11.99	149.45	88282	8.37	Source Verified	B	5604	4	0	MORTGAGE	0	11.38829152	1	1
w	debt_consolidation	25.82	775.69	90000	22.92	Verified	E	23385	3	2	MORTGAGE	1	11.40756495	1	0
w	debt_consolidation	12.62	721.89	199000	10.47	Source Verified	C	15945	8	1	OWN	1	12.2010601	1	0
w	debt_consolidation	21.45	303.26	48000	20.6	Source Verified	D	4633	2	1	RENT	1	10.77895629	1	0
w	debt_consolidation	13.59	101.94	44000	12.6	Not Verified	C	8869	1	0	RENT	0	10.69194491	0	0
f	credit_card	19.03	410.72	95680	12.47	Source Verified	D	8567	10	1	OWN	1	11.46876457	1	0
f	credit_card	16.02	527.51	217000	22.29	Verified	C	44548	3	0	RENT	0	12.28765263	1	0
w	credit_card	10.42	257.46	72000	15.28	Not Verified	B	9522	3	0	OWN	0	11.1844214	0	1
w	debt_consolidation	19.03	389.36	55000	31.01	Source Verified	D	13940	5	0	MORTGAGE	0	10.91508846	1	0
f	debt_consolidation	11.99	1024.52	150000	20.84	Not Verified	B	14342	0	0	MORTGAGE	0	11.91839057	0	1
w	debt_consolidation	18.06	180.92	90000	7.58	Not Verified	D	3720	3	2	OWN	1	11.40756495	0	0
w	credit_card	30.17	772.5	53000	31.36	Not Verified	F	17327	1	0	RENT	0	10.87804719	0	0
w	home_improvement	7.21	929.2	175000	25.37	Source Verified	A	16885	5	0	MORTGAGE	0	12.07254125	1	1
w	home_improvement	22.91	579.95	170000	11.03	Not Verified	E	4251	8	1	MORTGAGE	0	12.04355372	0	0
w	debt_consolidation	16.02	773.68	74500	17.33	Source Verified	C	19023	1	0	RENT	0	11.2185544	1	0
w	debt_consolidation	19.03	259.58	27000	39.82	Verified	D	9982	1	1	RENT	0	10.20359214	1	0
w	credit_card	10.42	211.03	52000	5.96	Source Verified	B	5927	1	0	RENT	1	10.858999	1	1
w	credit_card	16.02	510.91	70000	23.8	Source Verified	C	30629	2	0	RENT	0	11.15625052	1	0
w	credit_card	7.97	156.62	36000	12.6	Not Verified	A	5122	3	0	RENT	0	10.49127422	0	1
w	debt_consolidation	6.72	399.75	70000	6.99	Source Verified	A	13070	3	4	MORTGAGE	0	11.15625052	1	1
f	debt_consolidation	16.02	729.87	98000	16.21	Not Verified	C	3751	5	0	OWN	0	11.49272276	0	0
w	home_improvement	21.45	273.08	74880	14.54	Source Verified	D	24913	1	0	MORTGAGE	1	11.22364211	1	0
f	debt_consolidation	14.08	136.87	51000	21.88	Not Verified	C	9522	3	1	RENT	0	10.83958091	0	0
f	home_improvement	10.42	389.58	98000	7.38	Not Verified	B	11021	6	2	MORTGAGE	1	11.49272276	0	1
w	credit_card	7.97	579.47	90000	19.53	Not Verified	A	23526	3	0	OWN	1	11.40756495	0	1
w	debt_consolidation	13.59	475.71	120000	18.92	Source Verified	C	25659	3	0	RENT	0	11.69524702	1	0
w	debt_consolidation	16.02	105.51	53000	28.22	Verified	C	8478	3	0	RENT	1	10.87804719	1	0
f	credit_card	13.59	577.65	40000	32.16	Verified	C	28223	2	0	RENT	1	10.59663473	1	0
w	home_improvement	14.08	171.09	120000	1.84	Source Verified	C	7774	0	0	OWN	1	11.69524702	1	0
w	debt_consolidation	11.99	132.84	36000	35.4	Not Verified	B	6169	1	0	MORTGAGE	1	10.49127422	0	1
w	debt_consolidation	7.21	557.52	80000	35.63	Not Verified	A	6859	2	0	MORTGAGE	0	11.28978191	0	1
w	debt_consolidation	18.06	506.56	50000	29.84	Not Verified	D	4259	0	0	RENT	1	10.81977828	0	0
w	debt_consolidation	18.06	180.92	64000	20.95	Not Verified	D	162	1	3	MORTGAGE	1	11.06663836	0	0
f	debt_consolidation	6.72	199.88	83000	18.03	Verified	A	144950	5	0	MORTGAGE	0	11.32659589	1	1
w	debt_consolidation	7.21	991.15	130000	7.11	Verified	A	6327	2	0	MORTGAGE	0	11.77528973	1	1
w	debt_consolidation	21.45	379.07	37000	26.31	Source Verified	D	11715	4	0	RENT	0	10.51867319	1	0
w	small_business	17.09	298.82	60000	0.5	Source Verified	D	2160	0	1	OWN	1	11.00209984	1	0
w	credit_card	26.3	783.08	950000	9.57	Verified	E	142420	4	0	MORTGAGE	0	13.76421726	1	0
w	debt_consolidation	5.32	90.35	22000	19.75	Verified	A	4755	0	0	RENT	0	9.998797732	1	1
f	debt_consolidation	21.45	576.18	125000	19.46	Not Verified	D	1287	2	1	RENT	1	11.73606902	0	0
f	debt_consolidation	9.93	1266.81	60000	18.51	Source Verified	B	44461	1	0	OWN	1	11.00209984	1	1
w	debt_consolidation	7.97	493.33	75000	19.9	Not Verified	A	13417	2	1	MORTGAGE	1	11.22524339	0	1
w	credit_card	7.35	155.19	28000	8.79	Not Verified	A	10191	3	0	OWN	0	10.23995979	0	1
w	debt_consolidation	9.44	256.04	47000	21.25	Not Verified	B	13567	0	0	MORTGAGE	1	10.75790288	0	1
f	debt_consolidation	6.72	614.99	90000	28.64	Not Verified	A	8839	1	0	MORTGAGE	0	11.40756495	0	1
f	credit_card	21.45	500.37	56160	12.39	Source Verified	D	10363	5	2	RENT	0	10.93596004	1	0
w	debt_consolidation	9.44	320.05	55000	33.46	Not Verified	B	8257	3	0	RENT	0	10.91508846	0	1
w	credit_card	9.44	240.04	44000	17.54	Not Verified	B	4235	1	0	MORTGAGE	0	10.69194491	0	1
w	credit_card	17.09	318.74	78000	18.55	Not Verified	D	5954	2	0	RENT	0	11.26446411	0	0
w	home_improvement	15.05	400.12	250000	10.42	Source Verified	C	9302	4	1	OWN	1	12.4292162	1	0
w	major_purchase	14.08	512.82	85000	6.41	Source Verified	C	8119	0	0	MORTGAGE	1	11.35040654	1	0
w	credit_card	19.03	73.35	30000	23.48	Source Verified	D	2106	2	0	RENT	0	10.30895266	1	0
w	debt_consolidation	6.72	92.25	40000	12.87	Not Verified	A	6984	2	0	MORTGAGE	0	10.59663473	0	1
w	credit_card	9.44	320.05	74000	14.24	Not Verified	B	43231	4	1	MORTGAGE	1	11.21182037	0	1
w	debt_consolidation	30.17	584.25	65000	9.12	Source Verified	F	12966	0	0	MORTGAGE	0	11.08214255	1	0
w	credit_card	12.62	187.67	70000	28.85	Verified	C	8856	0	0	RENT	1	11.15625052	1	0
f	credit_card	16.02	486.58	85000	10.56	Not Verified	C	20873	0	0	MORTGAGE	1	11.35040654	0	0
w	home_improvement	9.93	848.51	150000	0.53	Verified	B	6033	5	0	MORTGAGE	1	11.91839057	1	1
w	home_improvement	10.42	136.36	42000	20.69	Verified	B	1252	5	0	OWN	1	10.6454249	1	1
w	home_improvement	11.99	182.66	56000	22.27	Verified	B	9475	0	0	MORTGAGE	1	10.93310697	1	1
w	debt_consolidation	15.05	121.42	25000	3.49	Not Verified	C	4878	0	0	OWN	1	10.1266311	0	0
w	debt_consolidation	12.62	204.42	72000	14.62	Not Verified	C	5519	3	0	MORTGAGE	0	11.1844214	0	0
w	debt_consolidation	16.02	703.34	53000	11.5	Verified	C	4867	0	0	MORTGAGE	1	10.87804719	1	0
w	debt_consolidation	17.09	373.52	75000	17.42	Verified	D	17283	2	0	MORTGAGE	0	11.22524339	1	0
f	credit_card	10.91	490.45	70000	22.17	Source Verified	B	6671	5	0	MORTGAGE	0	11.15625052	1	1
w	credit_card	9.44	314.59	126000	4.1	Not Verified	B	4932	5	0	MORTGAGE	0	11.74403719	0	1
w	debt_consolidation	13.59	203.88	85000	22.26	Not Verified	C	18423	1	0	RENT	1	11.35040654	0	0
f	debt_consolidation	13.59	305.81	87500	15.33	Not Verified	C	14489	2	0	RENT	1	11.37939407	0	0
w	debt_consolidation	12.62	233.75	60000	25.96	Verified	C	6690	4	0	OWN	1	11.00209984	1	0
f	debt_consolidation	20	1300.73	90000	21.88	Verified	D	24221	4	3	MORTGAGE	0	11.40756495	1	0
w	major_purchase	18.06	437.33	42000	8.31	Verified	D	11812	0	0	RENT	1	10.6454249	1	0
f	debt_consolidation	23.88	141.02	50000	4.63	Not Verified	E	3514	1	0	OWN	1	10.81977828	0	0
w	credit_card	19.03	183.36	62000	4.12	Not Verified	D	7493	1	0	RENT	0	11.03488966	0	0
w	debt_consolidation	23.88	717.46	27000	36.67	Source Verified	E	7166	1	0	RENT	1	10.20359214	1	0
w	credit_card	6.72	307.5	64398	9.36	Source Verified	A	6724	3	1	RENT	0	11.07283786	1	1
w	credit_card	12.62	67.03	70000	13.7	Source Verified	C	2034	2	0	MORTGAGE	0	11.15625052	1	0
f	debt_consolidation	20	185.82	41600	26.51	Source Verified	D	14386	1	0	MORTGAGE	1	10.63585545	1	0
w	debt_consolidation	13.59	924.23	64000	18.64	Source Verified	C	6660	2	0	RENT	1	11.06663836	1	0
w	home_improvement	7.97	78.31	80000	19.88	Not Verified	A	14026	1	0	MORTGAGE	0	11.28978191	0	1
w	debt_consolidation	10.42	973.95	120227	12.14	Source Verified	B	20203	0	0	RENT	0	11.6971369	1	1
w	credit_card	15.05	238.17	70000	24.79	Verified	C	10481	5	1	MORTGAGE	0	11.15625052	1	0
w	debt_consolidation	15.05	194.27	125000	22.81	Not Verified	C	36863	4	0	OWN	1	11.73606902	0	0
w	credit_card	17.09	107.1	30000	29.8	Verified	D	8815	0	0	MORTGAGE	1	10.30895266	1	0
w	debt_consolidation	13.59	461.13	60000	30.16	Not Verified	C	19309	0	0	OWN	0	11.00209984	0	0
w	debt_consolidation	13.59	508.4	66000	27.75	Verified	C	10949	0	0	MORTGAGE	0	11.09741002	1	0
f	credit_card	16.02	458.05	60000	2.1	Source Verified	C	2227	7	0	RENT	0	11.00209984	1	0
w	credit_card	11.99	222.4	41000	16.98	Not Verified	B	8189	6	0	MORTGAGE	1	10.62132735	0	1
w	home_improvement	12.62	134.05	110000	6.26	Source Verified	C	15323	3	3	MORTGAGE	0	11.60823564	1	0
f	debt_consolidation	13.59	461.13	149000	5.71	Not Verified	C	5295	0	1	MORTGAGE	0	11.91170158	0	0
w	debt_consolidation	11.99	332.1	35000	25.03	Source Verified	B	7366	0	0	RENT	1	10.46310334	1	1
f	debt_consolidation	16.02	633.01	40000	18.69	Not Verified	C	10222	1	1	MORTGAGE	1	10.59663473	0	0
w	credit_card	13.59	169.9	25000	19.18	Not Verified	C	8590	3	0	RENT	0	10.1266311	0	0
w	debt_consolidation	17.09	171.35	61000	20.13	Source Verified	D	4658	0	0	RENT	1	11.01862914	1	0
f	debt_consolidation	15.05	173.45	122000	24.12	Verified	C	19554	5	0	MORTGAGE	1	11.71177632	1	0
w	debt_consolidation	18.06	406.82	48000	6.33	Not Verified	D	9271	0	1	MORTGAGE	1	10.77895629	0	0
w	major_purchase	19.03	363.4	120000	23.09	Source Verified	D	7593	4	1	MORTGAGE	1	11.69524702	1	0
w	home_improvement	11.99	544.87	95000	21.7	Not Verified	B	3678	11	0	MORTGAGE	1	11.46163217	0	1
f	credit_card	9.44	320.05	132000	8.61	Not Verified	B	10366	2	0	RENT	1	11.7905572	0	1
w	home_improvement	11.99	265.68	70000	22.12	Source Verified	B	10331	1	1	OWN	1	11.15625052	1	1
w	debt_consolidation	29.69	385.96	41500	16.25	Source Verified	F	11124	3	0	MORTGAGE	1	10.63344871	1	0
w	credit_card	21.45	327.69	85000	3.77	Not Verified	D	8540	1	0	RENT	0	11.35040654	0	0
w	debt_consolidation	14.08	489.51	95000	10.55	Source Verified	C	3676	3	0	OWN	1	11.46163217	1	0
w	credit_card	16.02	608.22	52000	19.46	Source Verified	C	16929	1	0	RENT	0	10.858999	1	0
w	debt_consolidation	22.91	38.67	55000	35.71	Source Verified	E	11673	2	3	OWN	0	10.91508846	1	0
f	debt_consolidation	21.45	189.54	120000	7.28	Not Verified	D	7023	2	0	RENT	1	11.69524702	0	0
f	debt_consolidation	22.91	212.65	24000	115.85	Verified	E	63644	1	1	OWN	1	10.08580911	1	0
w	debt_consolidation	9.93	322.35	78000	4.01	Source Verified	B	2630	2	1	MORTGAGE	0	11.26446411	1	1
w	debt_consolidation	6.72	550.75	65000	28.38	Verified	A	58078	2	1	MORTGAGE	1	11.08214255	1	1
w	home_improvement	7.21	309.74	130000	16.52	Not Verified	A	24469	0	0	MORTGAGE	1	11.77528973	0	1
w	debt_consolidation	12.62	254.69	82000	13.2	Source Verified	C	10814	0	0	RENT	0	11.31447453	1	0
w	major_purchase	13.59	67.96	90000	7.95	Source Verified	C	5448	4	0	MORTGAGE	0	11.40756495	1	0
f	debt_consolidation	19.03	453.81	156000	28.09	Source Verified	D	9853	9	0	MORTGAGE	1	11.95761129	1	0
f	credit_card	20	178.39	38000	13.74	Not Verified	D	2603	8	0	RENT	0	10.54534144	0	0
f	home_improvement	30.89	1502.92	90420	23.1	Verified	G	39024	8	0	MORTGAGE	1	11.41222076	1	0
w	small_business	26.3	1054.15	3000	107.6	Verified	E	5739	6	0	MORTGAGE	0	8.006367568	1	0
w	debt_consolidation	20	927.29	95000	16.42	Not Verified	D	15719	1	0	MORTGAGE	0	11.46163217	0	0
w	home_improvement	7.35	183.9	63400	1.04	Not Verified	A	1824	0	0	MORTGAGE	0	11.05721914	0	1
f	debt_consolidation	10.91	392.36	80000	9.48	Verified	B	2196	0	0	RENT	1	11.28978191	1	1
w	debt_consolidation	22.91	281.39	400000	19.93	Verified	E	134089	3	0	MORTGAGE	0	12.89921983	1	0
w	debt_consolidation	30.94	494	55000	44.36	Verified	G	36376	5	0	MORTGAGE	0	10.91508846	1	0
w	credit_card	10.91	457.75	65000	14.99	Source Verified	B	11011	0	0	RENT	1	11.08214255	1	1
w	debt_consolidation	19.03	726.8	70000	22.29	Not Verified	D	25630	4	2	MORTGAGE	0	11.15625052	0	0
w	credit_card	9.93	212.75	46800	12.38	Verified	B	6530	0	0	RENT	0	10.75363848	1	1
w	major_purchase	5.32	180.69	69000	10.91	Not Verified	A	5517	2	0	MORTGAGE	0	11.14186178	0	1
f	credit_card	14.08	1197.58	250000	17.94	Not Verified	C	41152	0	0	RENT	0	12.4292162	0	0
w	credit_card	9.44	440.43	95000	28.36	Not Verified	B	23987	0	0	MORTGAGE	1	11.46163217	0	1
w	debt_consolidation	25.82	895.02	160000	18.51	Verified	E	53496	5	0	MORTGAGE	0	11.98292909	1	0
f	debt_consolidation	16.02	168.81	34500	10.47	Not Verified	C	7786	2	0	RENT	0	10.4487146	0	0
w	debt_consolidation	18.06	578.93	40000	25.32	Source Verified	D	15264	2	0	RENT	1	10.59663473	1	0
w	credit_card	11.99	289.12	110000	5.24	Not Verified	B	7021	3	1	MORTGAGE	0	11.60823564	0	1
w	credit_card	10.42	324.65	162000	14.03	Not Verified	B	46576	0	0	RENT	0	11.99535161	0	1
w	debt_consolidation	9.44	512.08	64890	10.8	Not Verified	B	7197	2	0	RENT	0	11.08044881	0	1
w	debt_consolidation	20	529.88	43000	23.78	Verified	D	13084	4	0	RENT	1	10.66895539	1	0
w	credit_card	7.97	563.81	85000	15.22	Not Verified	A	5527	0	2	MORTGAGE	0	11.35040654	0	1
w	debt_consolidation	16.02	486.58	55000	7.53	Verified	C	2680	2	0	MORTGAGE	1	10.91508846	1	0
f	debt_consolidation	14.08	205.3	20000	26.35	Verified	C	9964	3	0	MORTGAGE	0	9.903487553	1	0
w	debt_consolidation	14.08	932.39	120000	16.73	Verified	C	17446	1	0	MORTGAGE	1	11.69524702	1	0
w	credit_card	28.72	1105.01	125000	17.77	Verified	F	32980	3	0	MORTGAGE	0	11.73606902	1	0
f	debt_consolidation	18.06	253.28	24000	23.9	Source Verified	D	1635	16	0	OWN	1	10.08580911	1	0
w	home_improvement	19.03	132.02	56000	12.1	Verified	D	2291	6	0	MORTGAGE	0	10.93310697	1	0
w	debt_consolidation	10.42	772.36	95777	6.28	Not Verified	B	3134	1	0	RENT	1	11.46977785	0	1
w	debt_consolidation	7.07	436.36	48000	9.23	Source Verified	A	18025	0	0	MORTGAGE	1	10.77895629	1	1
f	credit_card	15.05	485.66	50000	12.22	Source Verified	C	8535	3	0	RENT	0	10.81977828	1	0
w	debt_consolidation	14.08	447.55	10000	62.18	Not Verified	C	5266	3	0	MORTGAGE	0	9.210340372	0	0
w	credit_card	12.62	117.29	42350	22.52	Not Verified	C	22418	4	0	OWN	1	10.6537237	0	0
w	debt_consolidation	12.62	268.09	90000	23.68	Source Verified	C	15651	6	0	RENT	0	11.40756495	1	0
w	debt_consolidation	16.02	267.62	100000	6.64	Source Verified	C	8239	9	0	MORTGAGE	1	11.51292546	1	0
w	debt_consolidation	10.91	326.97	63000	16	Not Verified	B	7824	16	0	MORTGAGE	0	11.05089001	0	1
w	credit_card	19.03	830.63	185000	16.69	Source Verified	D	34534	0	1	MORTGAGE	1	12.1281111	1	0
w	debt_consolidation	12.62	496.3	90000	16.35	Verified	C	11457	2	0	RENT	0	11.40756495	1	0
f	debt_consolidation	16.02	316.51	58000	31.43	Not Verified	C	14882	3	0	RENT	0	10.96819829	0	0
f	home_improvement	10.91	326.97	38000	6.66	Source Verified	B	12100	0	0	OWN	1	10.54534144	1	1
w	major_purchase	26.3	903.55	61000	3.66	Verified	E	1788	1	0	RENT	1	11.01862914	1	0
w	debt_consolidation	12.62	301.61	55000	21.58	Source Verified	C	7480	3	0	OWN	0	10.91508846	1	0
w	debt_consolidation	23.88	573.97	40000	30.74	Verified	E	21572	2	0	MORTGAGE	1	10.59663473	1	0
w	debt_consolidation	14.08	282.05	70000	23.3	Not Verified	C	3234	4	0	MORTGAGE	0	11.15625052	0	0
w	credit_card	10.91	523.14	255000	3.43	Not Verified	B	15422	2	0	RENT	0	12.44901882	0	1
w	debt_consolidation	17.09	499.77	87360	20.99	Not Verified	D	12207	1	0	MORTGAGE	0	11.37779279	0	0
f	credit_card	19.03	264.04	20000	32.89	Not Verified	D	12842	3	0	RENT	1	9.903487553	0	0
w	debt_consolidation	21.45	573.45	75000	29.54	Verified	D	8114	3	0	RENT	1	11.22524339	1	0
w	debt_consolidation	10.42	472	82000	22.22	Verified	B	6602	1	0	RENT	0	11.31447453	1	1
w	credit_card	9.93	530.32	23500	0	Verified	B	0	0	0	MORTGAGE	0	10.0647557	1	1
w	debt_consolidation	30.17	778.99	35000	42.08	Source Verified	F	11787	2	0	RENT	1	10.46310334	1	0
w	debt_consolidation	7.35	931.13	71000	11.28	Source Verified	A	2448	1	3	MORTGAGE	1	11.17043516	1	1
w	debt_consolidation	7.21	278.76	50000	11	Not Verified	A	7801	3	0	RENT	0	10.81977828	0	1
f	debt_consolidation	10.91	199.45	18000	12.51	Source Verified	B	5883	1	0	RENT	0	9.798127037	1	1
f	credit_card	5.32	262	24000	16.2	Source Verified	A	11523	0	0	OWN	0	10.08580911	1	1
w	credit_card	12.62	201.07	15000	26.96	Not Verified	C	8268	0	0	RENT	1	9.61580548	0	0
w	debt_consolidation	9.44	480.08	150000	5.62	Source Verified	B	5239	2	0	MORTGAGE	0	11.91839057	1	1
w	debt_consolidation	14.08	85.55	37000	3.96	Source Verified	C	1002	2	0	RENT	0	10.51867319	1	0
f	major_purchase	9.44	64.01	68000	17.49	Not Verified	B	14579	1	0	OWN	1	11.12726298	0	1
w	credit_card	15.05	476.33	95000	24.65	Source Verified	C	9590	1	3	MORTGAGE	1	11.46163217	1	0
